"accuracy","time","generation","sub_gens","number_parents","evolution_method","mutation","crossover","f_default","cr_default","f_jde","cr_jde","archive_size","f_cr_adapt","perc_of_best","degl_scalar_weight","degl_neighborhoodclamp_min","clamp_max","random_min","random_max","restart_count","restart_delta","hidden_layers","dataset","output"
0.8417,143.066,8000.0,100.0,100.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_1.0.json"
0.8543,143.166,8000.0,100.0,100.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.5.json"
0.8652,144.646,8000.0,100.0,100.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.25.json"
0.7371,146.065,8000.0,100.0,100.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_1.0.json"
0.7691,147.039,8000.0,100.0,100.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.5.json"
0.8009,145.445,8000.0,100.0,100.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.25.json"
0.7869,143.954,8000.0,100.0,100.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_1.0.json"
0.8079,142.981,8000.0,100.0,100.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.5.json"
0.8377,143.77,8000.0,100.0,100.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.25.json"
0.8141,188.773,8000.0,100.0,150.0,"","rand/1","bin",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_1.0.json"
0.8059,191.892,8000.0,100.0,150.0,"","rand/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.5.json"
0.8188,192.231,8000.0,100.0,150.0,"","rand/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.25.json"
0.8527,189.906,8000.0,100.0,150.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_1.0.json"
0.8595,188.096,8000.0,100.0,150.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.5.json"
0.8661,188.328,8000.0,100.0,150.0,"","rand/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.25.json"
0.737,192.711,8000.0,100.0,150.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_1.0.json"
0.7663,193.647,8000.0,100.0,150.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.5.json"
0.8125,191.879,8000.0,100.0,150.0,"","best/1","bin",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_bin_0.25.json"
0.7904,189.542,8000.0,100.0,150.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",1.0,-1.0,1.0,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_1.0.json"
0.8084,188.85,8000.0,100.0,150.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.5,-0.5,0.5,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.5.json"
0.8368,189.02,8000.0,100.0,150.0,"","best/1","interm",0.1,0.5,0.1,0.1,"","","","","",0.25,-0.25,0.25,6.0,0.001,"","JULY_MNIST_1_540x100_1s.gz","1_interm_0.25.json"
0.8293,179.647,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_bin_1.0.json"
0.8435,174.981,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_bin_0.5.json"
0.8625,177.055,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_bin_0.25.json"
0.3704,175.622,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_interm_1.0.json"
0.314,174.037,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_interm_0.5.json"
0.4735,174.193,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_50_interm_0.25.json"
0.842,176.995,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_bin_1.0.json"
0.8474,176.683,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_bin_0.5.json"
0.8655,178.711,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_bin_0.25.json"
0.4069,172.901,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_interm_1.0.json"
0.4273,174.2,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_interm_0.5.json"
0.3191,176.378,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_100_interm_0.25.json"
0.8346,175.982,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_bin_1.0.json"
0.8467,176.526,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_bin_0.5.json"
0.8751,176.721,8000.0,50.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_bin_0.25.json"
0.3416,166.205,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_interm_1.0.json"
0.7243,175.622,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_interm_0.5.json"
0.4704,175.159,8000.0,50.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_50_150_interm_0.25.json"
0.8387,271.358,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_bin_1.0.json"
0.8614,262.872,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_bin_0.5.json"
0.8756,266.337,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_bin_0.25.json"
0.3893,265.967,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_interm_1.0.json"
0.5319,260.23,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_interm_0.5.json"
0.4826,256.391,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_50_interm_0.25.json"
0.8346,263.785,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_bin_1.0.json"
0.8643,264.951,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_bin_0.5.json"
0.8698,269.064,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_bin_0.25.json"
0.4974,257.753,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_interm_1.0.json"
0.4609,262.931,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_interm_0.5.json"
0.4014,263.531,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_100_interm_0.25.json"
0.8372,266.033,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_bin_1.0.json"
0.8611,262.089,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_bin_0.5.json"
0.8802,266.623,8000.0,50.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_bin_0.25.json"
0.4936,264.678,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_interm_1.0.json"
0.4759,261.024,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_interm_0.5.json"
0.4281,261.194,8000.0,50.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_100_150_interm_0.25.json"
0.8546,358.633,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_bin_1.0.json"
0.8647,355.485,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_bin_0.5.json"
0.882,349.293,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_bin_0.25.json"
0.6967,346.68,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_interm_1.0.json"
0.5417,348.462,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_interm_0.5.json"
0.4962,346.836,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_50_interm_0.25.json"
0.8456,352.239,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_bin_1.0.json"
0.8667,340.176,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_bin_0.5.json"
0.8789,352.155,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_bin_0.25.json"
0.5208,342.11,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_interm_1.0.json"
0.5074,345.972,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_interm_0.5.json"
0.5023,338.08,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_100_interm_0.25.json"
0.8548,351.342,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_bin_1.0.json"
0.8651,346.179,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_bin_0.5.json"
0.8749,346.096,8000.0,50.0,150.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_bin_0.25.json"
0.5911,342.213,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_interm_1.0.json"
0.5046,340.661,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_interm_0.5.json"
0.5532,345.309,8000.0,50.0,150.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_50_150_150_interm_0.25.json"
0.8245,91.9935,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_bin_1.0.json"
0.8339,93.8629,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_bin_0.5.json"
0.8647,93.0309,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_bin_0.25.json"
0.3196,92.3871,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_interm_1.0.json"
0.2986,90.8666,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_interm_0.5.json"
0.3871,90.3688,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_50_interm_0.25.json"
0.8239,95.4485,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_bin_1.0.json"
0.8292,95.7088,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_bin_0.5.json"
0.8618,94.881,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_bin_0.25.json"
0.3303,90.7182,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_interm_1.0.json"
0.4223,89.6114,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_interm_0.5.json"
0.3744,91.1743,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_100_interm_0.25.json"
0.8176,93.9185,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_bin_1.0.json"
0.8427,93.4897,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_bin_0.5.json"
0.8571,94.508,8000.0,100.0,50.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_bin_0.25.json"
0.3142,91.2702,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_interm_1.0.json"
0.3994,91.1105,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_interm_0.5.json"
0.7131,91.1725,8000.0,100.0,50.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,150.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_50_150_interm_0.25.json"
0.8318,146.708,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_bin_1.0.json"
0.851,144.18,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_bin_0.5.json"
0.8609,147.928,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_bin_0.25.json"
0.7288,144.022,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_interm_1.0.json"
0.4505,146.162,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_interm_0.5.json"
0.3628,143.634,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,50.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_50_interm_0.25.json"
0.8427,148.042,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_bin_1.0.json"
0.8538,149.255,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_bin_0.5.json"
0.8661,148.542,8000.0,100.0,100.0,"JADE","curr_p_best","bin",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_bin_0.25.json"
0.451,146.247,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",1.0,-1.0,1.0,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_interm_1.0.json"
0.4473,145.583,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.5,-0.5,0.5,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_interm_0.5.json"
0.4426,145.982,8000.0,100.0,100.0,"JADE","curr_p_best","interm",0.1,0.5,0.1,0.1,100.0,"","","","",0.25,-0.25,0.25,-1.0,0.001,"","JULY_MNIST_0_540x100_1s.gz","JADE_MNIST_0_8000_100_100_100_interm_0.25.json"
